generation,fitness_value
0,2339639.3509049667
1,2115668.754497107
2,2115668.754497107
3,2115668.754497107
4,2115668.754497107
5,2115668.754497107
6,1900427.0924705183
7,1900427.0924705183
8,1900427.0924705183
9,1900427.0924705183
