generation,fitness_value
0,1728654.279673564
1,1728654.279673564
2,1728654.279673564
3,1728654.279673564
4,1728654.279673564
5,1728654.279673564
6,1728654.279673564
7,1728654.279673564
8,1728654.279673564
9,1728654.279673564
