generation,mean,standard_deviation,min_value,max_value
0,19170385.17733686,26136572.792489648,1728654.279673564,128072495.20807433
1,9330006.40057954,6316015.6889557615,1728654.279673564,32340325.180367056
2,5512937.126054172,3052054.93565949,1728654.279673564,13178256.23867628
3,5910234.096906691,13803242.894015687,1728654.279673564,101536014.94857943
4,4809359.668225017,14235793.09669842,1728654.279673564,103825918.46642537
5,5994658.246534693,19660206.560553875,1728654.279673564,102743315.06829247
6,1728654.2796735638,2.3283064365386963e-10,1728654.279673564,1728654.279673564
7,1728654.2796735638,2.3283064365386963e-10,1728654.279673564,1728654.279673564
8,1728654.2796735638,2.3283064365386963e-10,1728654.279673564,1728654.279673564
9,13957770.668660214,43529022.30192474,1728654.279673564,201698307.73998174
