generation,fitness_value
0,1387186.2488347455
1,1387186.2488347455
2,1387186.2488347455
3,1387186.2488347455
4,1387186.2488347455
5,1354325.043885962
6,981228.5178839196
7,981228.5178839196
8,981228.5178839196
9,981228.5178839196
