generation,fitness_value
0,3217797.001562222
1,3127005.511869508
2,1985924.3670044665
3,1308409.5008203434
4,1308409.5008203434
5,1165974.895799784
6,1160651.2690221448
7,1143336.5133679737
8,1039269.2568814671
9,1039269.2568814671
