generation,mean,standard_deviation,min_value,max_value
0,15152827.25958797,19886313.05128716,864589.1489350582,107600824.60847916
1,9487364.386884829,16760690.52946596,864589.1489350582,114309827.82389614
2,4117789.990238504,11185986.853898171,864589.1489350582,101230489.77951774
3,1277384.11888985,804479.553008224,864589.1489350582,4094170.394529804
4,864589.1489350582,0.0,864589.1489350582,864589.1489350582
5,5978081.889809122,26986842.233127955,864589.1489350582,201367097.56656668
6,873582.5728713296,79935.30042292,864589.1489350582,1584063.0638367715
7,2125715.796326333,11140819.309390906,864589.1489350582,101146469.95915551
8,873983.7105576321,83500.69016688966,864589.1489350582,1616154.0787409795
9,868629.7091509312,35913.28475355047,864589.1489350582,1187833.9662049036
10,4648404.167033043,24853967.9144882,864589.1489350582,201103950.7067119
11,866425.4031767439,16320.984699724942,864589.1489350582,1011489.4882699325
12,2121423.8203879623,11104381.818763262,864589.1489350582,100817586.84030998
13,2133746.3709555785,11185540.537444644,864589.1489350582,101549481.7765557
14,864589.1489350582,0.0,864589.1489350582,864589.1489350582
