generation,fitness_value
0,1097446.8399882268
1,1097446.8399882268
2,1097446.8399882268
3,924255.3751841555
4,924255.3751841555
5,924255.3751841555
6,924255.3751841555
7,924255.3751841555
8,924255.3751841555
9,924255.3751841555
