generation,individual,restriction_penalty,choice_penalty,accounting_penalty,fitness_value
0,0,0,312389,2646273.1794835925,2958662.1794835925
0,1,0,314025,13234037.384726811,13548062.384726811
0,2,0,333356,12359078.760004008,12692434.760004008
0,3,0,330857,2011536.740113,2342393.740113
0,4,0,314025,13234037.384726811,13548062.384726811
0,5,0,313687,13909971.002075924,14223658.002075924
0,6,0,330857,2011536.740113,2342393.740113
0,7,0,316721,9469076.856184736,9785797.856184736
0,8,0,313106,17890980.29927128,18204086.29927128
0,9,0,314190,4399725.112816289,4713915.112816289
0,10,0,304148,4101755.625236979,4405903.625236979
0,11,0,317338,5031025.65861995,5348363.65861995
0,12,0,310431,11313970.26605755,11624401.26605755
0,13,0,312389,2646273.1794835925,2958662.1794835925
0,14,0,315710,6361229.149407643,6676939.149407643
0,15,0,304737,2800495.04606893,3105232.04606893
0,16,0,316377,20712319.490226846,21028696.490226846
0,17,0,311871,22336423.95643555,22648294.95643555
0,18,0,304940,5360263.633300022,5665203.633300022
0,19,0,311871,22336423.95643555,22648294.95643555
0,20,0,324744,9575496.242715053,9900240.242715053
0,21,0,360988,2062037.372420197,2423025.372420197
0,22,0,316377,20712319.490226846,21028696.490226846
0,23,0,315123,3431614.162933434,3746737.162933434
0,24,0,307532,12629700.175626235,12937232.175626235
0,25,0,307090,13794196.325720161,14101286.325720161
0,26,0,370390,727056.8399882268,1097446.8399882268
0,27,0,316377,20712319.490226846,21028696.490226846
0,28,0,330857,2011536.740113,2342393.740113
0,29,0,298031,11133133.931061514,11431164.931061514
0,30,0,317338,5031025.65861995,5348363.65861995
0,31,0,301490,7585507.191879394,7886997.191879394
0,32,0,302224,5081624.467071893,5383848.467071893
0,33,100000000,551059,7135085.602302725,107686144.60230273
0,34,0,287377,33864702.154846,34152079.154846
0,35,0,301382,5624981.06486203,5926363.06486203
0,36,0,292241,9432773.517946221,9725014.517946221
0,37,0,287377,33864702.154846,34152079.154846
0,38,0,332644,13434857.627348108,13767501.627348108
0,39,0,292241,9432773.517946221,9725014.517946221
0,40,0,315710,6361229.149407643,6676939.149407643
0,41,0,316721,9469076.856184736,9785797.856184736
0,42,0,292241,9432773.517946221,9725014.517946221
0,43,0,315123,3431614.162933434,3746737.162933434
0,44,0,297972,9039975.911030078,9337947.911030078
0,45,0,299999,18749840.37181505,19049839.37181505
0,46,0,301382,5624981.06486203,5926363.06486203
0,47,0,298031,11133133.931061514,11431164.931061514
0,48,0,307024,10535621.595305698,10842645.595305698
0,49,0,316377,20712319.490226846,21028696.490226846
1,0,0,370390,727056.8399882268,1097446.8399882268
1,1,0,330857,2011536.740113,2342393.740113
