generation,fitness_value
0,2475594.4955081055
1,2475594.4955081055
2,2327700.763901782
3,1844019.2142095042
4,1844019.2142095042
5,1643633.7630485734
6,1643633.7630485734
7,1643633.7630485734
8,1643633.7630485734
9,1476800.4101447184
