generation,fitness_value
0,1590790.535203799
1,1590790.535203799
2,1590790.535203799
3,1590790.535203799
4,1590790.535203799
5,1590790.535203799
6,1590790.535203799
7,1590790.535203799
8,1590790.535203799
9,1535971.1173224652
