generation,fitness_value
0,2409557.438897283
1,2409557.438897283
2,1580042.617038513
3,1580042.617038513
4,1580042.617038513
5,1580042.617038513
6,1580042.617038513
7,1580042.617038513
8,1580042.617038513
9,1580042.617038513
10,1580042.617038513
11,1580042.617038513
12,1314697.7308526835
13,1314697.7308526835
14,1314697.7308526835
15,1314697.7308526835
16,1314697.7308526835
17,1314697.7308526835
18,1314697.7308526835
19,1314697.7308526835
