generation,fitness_value
0,1095412.302142609
1,1089161.8912134855
2,936217.6207500426
3,936217.6207500426
4,846443.3301318967
5,846443.3301318967
6,846443.3301318967
7,846443.3301318967
8,846443.3301318967
9,846443.3301318967
10,846443.3301318967
11,846443.3301318967
12,846443.3301318967
13,846443.3301318967
14,846443.3301318967
15,846443.3301318967
16,846443.3301318967
17,846443.3301318967
18,846443.3301318967
19,846443.3301318967
