generation,mean,standard_deviation,min_value,max_value
0,9805665.351087172,6486702.113438895,1095412.302142609,26143315.470299505
1,4665428.379422854,19180601.9986193,1089161.8912134855,201720556.55585983
2,9416881.542838683,29938722.395561986,936217.6207500426,205381140.11834112
3,8431274.310067503,31703371.282059453,936217.6207500426,301080838.8675197
4,6779431.261808619,24791419.09146457,846443.3301318967,201366012.2003676
5,4965911.506281496,22799699.146587573,846443.3301318967,202155183.94450432
6,4025218.5143111725,18463133.44733903,846443.3301318967,201602759.06860512
7,2821157.351911951,11566546.239672855,846443.3301318967,104820242.6282841
8,1518540.6600682284,399533.253605187,846443.3301318967,4776422.489713086
9,1537131.3702657141,608032.4853890863,846443.3301318967,7607969.264638526
10,2368599.026321888,9388975.825397303,846443.3301318967,105683797.23887621
11,1590709.2279756893,1677134.8855163655,846443.3301318967,26302519.610190894
12,2379420.4186595357,9336915.44888977,846443.3301318967,103796012.93196413
13,1497134.54545542,332412.9803484468,846443.3301318967,3724631.6800972577
14,2366878.6399788694,9325794.08909127,846443.3301318967,105559433.66639686
15,2875821.333589129,11693292.059053425,846443.3301318967,108623453.27750136
16,1996452.744720534,7013297.803822991,846443.3301318967,107775668.80804466
17,3368190.9029672127,16250107.430275261,846443.3301318967,202996374.15594387
18,4225261.37874141,18726657.93659115,846443.3301318967,202965294.29952422
19,2964282.9790372592,11393504.542770429,846443.3301318967,104762149.06572382
