generation,individual,restriction_penalty,choice_penalty,accounting_penalty,fitness_value
0,0,0,296896,68872535.68923782,69169431.68923782
0,1,0,315509,12304088.992173653,12619597.992173653
0,2,0,306597,6430793.946217029,6737390.946217029
0,3,0,504248,1923363.2446292066,2427611.2446292066
0,4,0,521129,2276975.4115801994,2798104.4115801994
0,5,100000000,509342,16025020.421613261,116534362.42161326
0,6,0,306711,6494538.540564697,6801249.540564697
0,7,0,310458,7748109.930873266,8058567.930873266
0,8,0,308692,5814117.4585823305,6122809.4585823305
0,9,200000000,531207,10380029.36704984,210911236.36704984
0,10,0,319605,2698099.2137950105,3017704.2137950105
0,11,0,295903,14385354.626689136,14681257.626689136
0,12,0,506544,30784984.391302794,31291528.391302794
0,13,0,515647,8298276.906772625,8813923.906772625
0,14,0,280542,16008346.714333545,16288888.714333545
0,15,0,296204,9605882.810511038,9902086.810511038
0,16,0,330775,5391093.105071727,5721868.105071727
0,17,0,315260,3279926.6096620117,3595186.6096620117
0,18,0,314179,3905911.8761268794,4220090.87612688
0,19,0,343458,9395511.298915712,9738969.298915712
0,20,0,316220,10959065.736495614,11275285.736495614
0,21,0,299713,8090837.223533017,8390550.223533016
0,22,0,310802,9345716.21414564,9656518.21414564
0,23,0,310099,5513890.644325922,5823989.644325922
0,24,0,295903,14385354.626689136,14681257.626689136
0,25,0,296896,68872535.68923782,69169431.68923782
0,26,0,523581,8367977.517831356,8891558.517831355
0,27,0,341266,7691673.399872817,8032939.399872817
0,28,0,320706,4737033.69059866,5057739.69059866
0,29,0,320859,2274328.3444307726,2595187.3444307726
0,30,0,332145,2497295.4388260096,2829440.4388260096
0,31,0,309221,7131177.331544947,7440398.331544947
0,32,0,302302,15548065.987100964,15850367.987100964
0,33,100000000,506605,27216759.85054115,127723364.85054114
0,34,0,330844,9158832.93172568,9489676.93172568
0,35,0,280542,16008346.714333545,16288888.714333545
0,36,0,310802,9345716.21414564,9656518.21414564
0,37,100000000,501115,12401686.343934335,112902801.34393433
0,38,0,320859,2274328.3444307726,2595187.3444307726
0,39,0,339817,4923685.051701819,5263502.051701819
0,40,0,316220,10959065.736495614,11275285.736495614
0,41,0,302663,12893775.31094621,13196438.31094621
0,42,0,324353,5840985.393279556,6165338.393279556
0,43,0,483236,1980742.754176911,2463978.754176911
0,44,0,315401,14500766.908012085,14816167.908012085
0,45,0,302222,17474287.54127607,17776509.54127607
0,46,0,535546,7203954.602488931,7739500.602488931
0,47,200000000,512795,5417154.725215186,205929949.7252152
0,48,0,302302,15548065.987100964,15850367.987100964
0,49,0,315509,12304088.992173653,12619597.992173653
1,0,0,521952,12885648.52032573,13407600.52032573
1,1,0,308692,5814117.4585823305,6122809.4585823305
1,2,0,483355,26163848.198791724,26647203.198791724
1,3,0,296204,9605882.810511038,9902086.810511038
1,4,0,522070,3156527.012405637,3678597.012405637
1,5,0,320706,4737033.69059866,5057739.69059866
1,6,0,521129,2276975.4115801994,2798104.4115801994
1,7,0,521129,2276975.4115801994,2798104.4115801994
1,8,0,299713,8090837.223533017,8390550.223533016
1,9,0,523581,8367977.517831356,8891558.517831355
1,10,0,320706,4737033.69059866,5057739.69059866
1,11,0,315260,3279926.6096620117,3595186.6096620117
1,12,0,533379,3691348.820810768,4224727.820810768
1,13,0,315260,3279926.6096620117,3595186.6096620117
1,14,200000000,665090,55028399.822018504,255693489.8220185
1,15,0,524950,1065960.3644806053,1590910.3644806053
1,16,0,319605,2698099.2137950105,3017704.2137950105
1,17,0,504248,1923363.2446292066,2427611.2446292066
1,18,0,310802,9345716.21414564,9656518.21414564
1,19,100000000,471147,5302891.722905086,105774038.72290508
1,20,0,330775,5391093.105071727,5721868.105071727
1,21,100000000,541917,9297954.857308336,109839871.85730833
1,22,0,339817,4923685.051701819,5263502.051701819
1,23,0,332145,2497295.4388260096,2829440.4388260096
1,24,0,309221,7131177.331544947,7440398.331544947
1,25,0,280542,16008346.714333545,16288888.714333545
1,26,0,504248,1923363.2446292066,2427611.2446292066
1,27,0,302222,17474287.54127607,17776509.54127607
1,28,0,483236,1980742.754176911,2463978.754176911
1,29,0,464773,3742185.099143136,4206958.099143136
1,30,0,483236,1980742.754176911,2463978.754176911
1,31,0,320859,2274328.3444307726,2595187.3444307726
1,32,0,504248,1923363.2446292066,2427611.2446292066
1,33,0,330844,9158832.93172568,9489676.93172568
2,0,0,521129,2276975.4115801994,2798104.4115801994
2,1,0,521129,2276975.4115801994,2798104.4115801994
2,2,0,464773,3742185.099143136,4206958.099143136
2,3,100000000,673869,4195585.722046887,104869454.72204688
2,4,0,535546,7203954.602488931,7739500.602488931
2,5,0,748477,1109968.8193253526,1858445.8193253526
2,6,0,504248,1923363.2446292066,2427611.2446292066
2,7,0,520870,3554024.268951382,4074894.268951382
2,8,0,504248,1923363.2446292066,2427611.2446292066
2,9,0,320706,4737033.69059866,5057739.69059866
2,10,0,319605,2698099.2137950105,3017704.2137950105
2,11,0,315260,3279926.6096620117,3595186.6096620117
2,12,200000000,525837,7782481.265793176,208308318.26579317
2,13,0,332145,2497295.4388260096,2829440.4388260096
2,14,0,483236,1980742.754176911,2463978.754176911
2,15,0,332145,2497295.4388260096,2829440.4388260096
2,16,0,709006,2274553.354432712,2983559.354432712
2,17,0,450275,9068646.993877506,9518921.993877506
2,18,0,702797,13761062.890655601,14463859.890655601
2,19,0,714822,3039705.4798438284,3754527.4798438284
2,20,0,521129,2276975.4115801994,2798104.4115801994
2,21,0,330775,5391093.105071727,5721868.105071727
2,22,0,726815,3619469.1602451294,4346284.16024513
2,23,0,533379,3691348.820810768,4224727.820810768
2,24,0,527723,4464657.368175313,4992380.368175313
2,25,100000000,529518,17405091.899502624,117934609.89950262
2,26,0,306597,6430793.946217029,6737390.946217029
2,27,100000000,690538,5602321.0688564,106292859.0688564
2,28,0,330775,5391093.105071727,5721868.105071727
2,29,0,524950,1065960.3644806053,1590910.3644806053
2,30,0,504248,1923363.2446292066,2427611.2446292066
2,31,0,522070,3156527.012405637,3678597.012405637
2,32,0,522289,2785663.528016243,3307952.528016243
2,33,0,552546,4510267.355390618,5062813.355390618
2,34,0,320859,2274328.3444307726,2595187.3444307726
2,35,0,319605,2698099.2137950105,3017704.2137950105
2,36,100000000,506542,6008252.829692827,106514794.82969283
3,0,0,521129,2276975.4115801994,2798104.4115801994
3,1,100000000,713852,2832175.6709910864,103546027.6709911
3,2,0,703800,921526.5091870546,1625326.5091870546
3,3,0,680525,3331342.20937711,4011867.20937711
3,4,0,332145,2497295.4388260096,2829440.4388260096
3,5,0,320859,2274328.3444307726,2595187.3444307726
3,6,0,524950,1065960.3644806053,1590910.3644806053
3,7,100000000,720411,917038.0591658426,101637449.05916584
3,8,0,527723,4464657.368175313,4992380.368175313
3,9,0,315260,3279926.6096620117,3595186.6096620117
3,10,0,524950,1065960.3644806053,1590910.3644806053
3,11,0,332145,2497295.4388260096,2829440.4388260096
3,12,0,709006,2274553.354432712,2983559.354432712
3,13,0,315260,3279926.6096620117,3595186.6096620117
3,14,0,524950,1065960.3644806053,1590910.3644806053
3,15,0,332145,2497295.4388260096,2829440.4388260096
3,16,0,533379,3691348.820810768,4224727.820810768
3,17,0,330775,5391093.105071727,5721868.105071727
3,18,100000000,701245,1715015.3477816663,102416260.34778167
3,19,0,522289,2785663.528016243,3307952.528016243
3,20,0,726815,3619469.1602451294,4346284.16024513
3,21,100000000,666173,30832586.126521815,131498759.12652181
3,22,0,320706,4737033.69059866,5057739.69059866
3,23,0,704274,1357523.9569011417,2061797.9569011417
3,24,0,524950,1065960.3644806053,1590910.3644806053
3,25,0,552546,4510267.355390618,5062813.355390618
3,26,0,332145,2497295.4388260096,2829440.4388260096
3,27,0,522289,2785663.528016243,3307952.528016243
3,28,100000000,911073,2251719.877972449,103162792.87797245
3,29,0,742047,5125460.000095512,5867507.000095512
3,30,0,504248,1923363.2446292066,2427611.2446292066
3,31,0,524950,1065960.3644806053,1590910.3644806053
4,0,0,930045,2101805.762943224,3031850.762943224
4,1,0,330775,5391093.105071727,5721868.105071727
4,2,0,504248,1923363.2446292066,2427611.2446292066
4,3,0,524950,1065960.3644806053,1590910.3644806053
4,4,0,524950,1065960.3644806053,1590910.3644806053
4,5,100000000,719397,1700489.2471059838,102419886.24710599
4,6,0,721709,1146522.3175396514,1868231.3175396514
4,7,0,524950,1065960.3644806053,1590910.3644806053
4,8,0,693431,2204071.5387274036,2897502.5387274036
4,9,0,748477,1109968.8193253526,1858445.8193253526
4,10,100000000,717842,1135916.351920832,101853758.35192083
4,11,100000000,533059,3046112.8940888545,103579171.89408885
4,12,0,552546,4510267.355390618,5062813.355390618
4,13,0,678696,2161425.77071812,2840121.77071812
4,14,0,483236,1980742.754176911,2463978.754176911
4,15,0,315260,3279926.6096620117,3595186.6096620117
4,16,0,504248,1923363.2446292066,2427611.2446292066
4,17,0,483236,1980742.754176911,2463978.754176911
4,18,0,504248,1923363.2446292066,2427611.2446292066
4,19,0,332145,2497295.4388260096,2829440.4388260096
4,20,0,483236,1980742.754176911,2463978.754176911
4,21,0,504248,1923363.2446292066,2427611.2446292066
4,22,0,524950,1065960.3644806053,1590910.3644806053
4,23,0,524950,1065960.3644806053,1590910.3644806053
4,24,100000000,751620,1260136.2164476824,102011756.21644768
4,25,0,320706,4737033.69059866,5057739.69059866
4,26,0,504248,1923363.2446292066,2427611.2446292066
4,27,0,319605,2698099.2137950105,3017704.2137950105
4,28,0,332145,2497295.4388260096,2829440.4388260096
4,29,0,756935,624941.7432127206,1381876.7432127206
4,30,0,533379,3691348.820810768,4224727.820810768
4,31,0,524950,1065960.3644806053,1590910.3644806053
4,32,0,521129,2276975.4115801994,2798104.4115801994
4,33,0,504248,1923363.2446292066,2427611.2446292066
4,34,0,504248,1923363.2446292066,2427611.2446292066
4,35,0,533379,3691348.820810768,4224727.820810768
4,36,0,332145,2497295.4388260096,2829440.4388260096
4,37,0,332145,2497295.4388260096,2829440.4388260096
4,38,0,332145,2497295.4388260096,2829440.4388260096
4,39,0,521129,2276975.4115801994,2798104.4115801994
4,40,0,521129,2276975.4115801994,2798104.4115801994
4,41,0,483236,1980742.754176911,2463978.754176911
4,42,100000000,875037,1574518.8168512506,102449555.81685124
4,43,0,524950,1065960.3644806053,1590910.3644806053
4,44,0,504248,1923363.2446292066,2427611.2446292066
4,45,0,319605,2698099.2137950105,3017704.2137950105
5,0,0,504248,1923363.2446292066,2427611.2446292066
5,1,0,524950,1065960.3644806053,1590910.3644806053
5,2,0,736320,2163788.0151828574,2900108.0151828574
5,3,0,332145,2497295.4388260096,2829440.4388260096
5,4,0,483236,1980742.754176911,2463978.754176911
5,5,100000000,588658,1944008.3579605273,102532666.35796052
5,6,0,686200,1915440.1383539734,2601640.1383539736
5,7,0,524950,1065960.3644806053,1590910.3644806053
5,8,0,504248,1923363.2446292066,2427611.2446292066
5,9,100000000,921583,794082.9418656525,101715665.94186565
5,10,0,524950,1065960.3644806053,1590910.3644806053
5,11,0,752287,1560351.227729304,2312638.2277293038
5,12,0,524950,1065960.3644806053,1590910.3644806053
5,13,0,524950,1065960.3644806053,1590910.3644806053
5,14,0,521129,2276975.4115801994,2798104.4115801994
5,15,0,524950,1065960.3644806053,1590910.3644806053
5,16,0,332145,2497295.4388260096,2829440.4388260096
5,17,0,504248,1923363.2446292066,2427611.2446292066
5,18,0,504248,1923363.2446292066,2427611.2446292066
5,19,0,332145,2497295.4388260096,2829440.4388260096
5,20,0,524950,1065960.3644806053,1590910.3644806053
5,21,0,754091,1552746.2483822994,2306837.248382299
5,22,0,711321,7944634.337213815,8655955.337213814
5,23,0,524950,1065960.3644806053,1590910.3644806053
5,24,0,521129,2276975.4115801994,2798104.4115801994
5,25,0,702586,2539543.2380105113,3242129.2380105113
5,26,0,524950,1065960.3644806053,1590910.3644806053
5,27,0,504248,1923363.2446292066,2427611.2446292066
5,28,0,524950,1065960.3644806053,1590910.3644806053
5,29,0,521129,2276975.4115801994,2798104.4115801994
5,30,0,524950,1065960.3644806053,1590910.3644806053
5,31,0,504248,1923363.2446292066,2427611.2446292066
5,32,0,504248,1923363.2446292066,2427611.2446292066
5,33,0,740420,1622617.9634625781,2363037.963462578
5,34,0,697390,2340244.7377625643,3037634.7377625643
5,35,0,521129,2276975.4115801994,2798104.4115801994
5,36,0,524950,1065960.3644806053,1590910.3644806053
5,37,0,319605,2698099.2137950105,3017704.2137950105
5,38,0,504248,1923363.2446292066,2427611.2446292066
5,39,0,504248,1923363.2446292066,2427611.2446292066
5,40,0,521129,2276975.4115801994,2798104.4115801994
6,0,200000000,758672,2693463.3818427003,203452135.3818427
6,1,0,736320,2163788.0151828574,2900108.0151828574
6,2,0,756935,624941.7432127206,1381876.7432127206
6,3,0,332145,2497295.4388260096,2829440.4388260096
6,4,0,901340,3795540.1983526526,4696880.198352653
6,5,0,504248,1923363.2446292066,2427611.2446292066
6,6,0,721172,936252.6500317086,1657424.6500317086
6,7,0,524950,1065960.3644806053,1590910.3644806053
6,8,0,696291,1085602.6088807688,1781893.6088807688
6,9,0,524950,1065960.3644806053,1590910.3644806053
6,10,0,504248,1923363.2446292066,2427611.2446292066
6,11,0,524950,1065960.3644806053,1590910.3644806053
6,12,0,749938,1817955.859296034,2567893.859296034
6,13,0,756935,624941.7432127206,1381876.7432127206
6,14,0,504248,1923363.2446292066,2427611.2446292066
6,15,0,521129,2276975.4115801994,2798104.4115801994
6,16,0,756935,624941.7432127206,1381876.7432127206
6,17,0,740420,1622617.9634625781,2363037.963462578
6,18,0,756935,624941.7432127206,1381876.7432127206
6,19,0,686200,1915440.1383539734,2601640.1383539736
6,20,0,769024,1234906.6636887274,2003930.6636887274
6,21,0,483236,1980742.754176911,2463978.754176911
6,22,0,521129,2276975.4115801994,2798104.4115801994
6,23,0,504248,1923363.2446292066,2427611.2446292066
6,24,0,717746,1282543.9953505418,2000289.9953505418
6,25,0,524950,1065960.3644806053,1590910.3644806053
6,26,0,524950,1065960.3644806053,1590910.3644806053
6,27,100000000,541183,3276315.5839564255,103817498.58395642
6,28,0,504248,1923363.2446292066,2427611.2446292066
6,29,0,524950,1065960.3644806053,1590910.3644806053
6,30,0,504248,1923363.2446292066,2427611.2446292066
6,31,0,725995,1202550.2769723344,1928545.2769723344
6,32,0,687073,4148190.473739008,4835263.4737390075
6,33,0,504248,1923363.2446292066,2427611.2446292066
6,34,0,332145,2497295.4388260096,2829440.4388260096
6,35,0,524950,1065960.3644806053,1590910.3644806053
6,36,0,504248,1923363.2446292066,2427611.2446292066
6,37,0,524950,1065960.3644806053,1590910.3644806053
6,38,0,752911,5170042.605870742,5922953.605870742
6,39,0,524950,1065960.3644806053,1590910.3644806053
6,40,0,752287,1560351.227729304,2312638.2277293038
6,41,0,504248,1923363.2446292066,2427611.2446292066
6,42,0,332145,2497295.4388260096,2829440.4388260096
6,43,0,524950,1065960.3644806053,1590910.3644806053
7,0,0,524950,1065960.3644806053,1590910.3644806053
7,1,0,535311,3486461.3903297107,4021772.3903297107
7,2,0,483236,1980742.754176911,2463978.754176911
7,3,100000000,367236,1028663.6636099843,101395899.66360998
7,4,0,524950,1065960.3644806053,1590910.3644806053
7,5,0,524950,1065960.3644806053,1590910.3644806053
7,6,0,756935,624941.7432127206,1381876.7432127206
7,7,0,756935,624941.7432127206,1381876.7432127206
7,8,0,545864,2009682.9648464918,2555546.964846492
7,9,100000000,776135,669474.3111676523,101445609.31116766
7,10,0,483236,1980742.754176911,2463978.754176911
7,11,0,776989,4476601.821556197,5253590.821556197
7,12,0,524950,1065960.3644806053,1590910.3644806053
7,13,0,564237,1487427.299370876,2051664.299370876
7,14,0,524950,1065960.3644806053,1590910.3644806053
7,15,0,752287,1560351.227729304,2312638.2277293038
7,16,0,776644,1386928.3595818107,2163572.3595818104
7,17,0,524950,1065960.3644806053,1590910.3644806053
7,18,0,483236,1980742.754176911,2463978.754176911
7,19,0,524950,1065960.3644806053,1590910.3644806053
7,20,0,721172,936252.6500317086,1657424.6500317086
7,21,0,524950,1065960.3644806053,1590910.3644806053
7,22,0,756935,624941.7432127206,1381876.7432127206
7,23,0,756935,624941.7432127206,1381876.7432127206
7,24,0,721172,936252.6500317086,1657424.6500317086
7,25,0,765224,1857814.5195796643,2623038.5195796643
7,26,0,524950,1065960.3644806053,1590910.3644806053
7,27,0,521129,2276975.4115801994,2798104.4115801994
7,28,0,737663,1940914.581910531,2678577.581910531
7,29,0,749938,1817955.859296034,2567893.859296034
7,30,0,756935,624941.7432127206,1381876.7432127206
7,31,0,524950,1065960.3644806053,1590910.3644806053
7,32,200000000,552855,4492925.894498203,205045780.8944982
7,33,0,524950,1065960.3644806053,1590910.3644806053
7,34,0,524950,1065960.3644806053,1590910.3644806053
7,35,0,740993,6194960.2346562585,6935953.2346562585
7,36,0,756935,624941.7432127206,1381876.7432127206
7,37,0,752287,1560351.227729304,2312638.2277293038
7,38,0,524950,1065960.3644806053,1590910.3644806053
7,39,0,524950,1065960.3644806053,1590910.3644806053
7,40,100000000,553693,2280424.429523576,102834117.42952357
7,41,0,756935,624941.7432127206,1381876.7432127206
8,0,0,776194,2701345.4362004446,3477539.4362004446
8,1,0,756935,624941.7432127206,1381876.7432127206
8,2,200000000,769995,3856487.7857804564,204626482.78578046
8,3,0,524950,1065960.3644806053,1590910.3644806053
8,4,0,524950,1065960.3644806053,1590910.3644806053
8,5,0,555515,4446954.43392524,5002469.43392524
8,6,0,524950,1065960.3644806053,1590910.3644806053
8,7,0,524950,1065960.3644806053,1590910.3644806053
8,8,0,756935,624941.7432127206,1381876.7432127206
8,9,0,780496,942077.5414097926,1722573.5414097926
8,10,0,545864,2009682.9648464918,2555546.964846492
8,11,0,756935,624941.7432127206,1381876.7432127206
8,12,0,543595,3266198.8071551407,3809793.8071551407
8,13,0,756935,624941.7432127206,1381876.7432127206
8,14,0,564237,1487427.299370876,2051664.299370876
8,15,0,524950,1065960.3644806053,1590910.3644806053
8,16,0,524950,1065960.3644806053,1590910.3644806053
8,17,200000000,755919,2006844.3966548769,202762763.39665487
8,18,0,546772,1720206.395859601,2266978.395859601
8,19,100000000,553901,2147959.3511166507,102701860.35111666
8,20,100000000,553050,1130744.0231726451,101683794.02317265
8,21,0,787836,1991602.6397452566,2779438.639745257
8,22,0,771662,1329209.2823033629,2100871.282303363
8,23,0,524950,1065960.3644806053,1590910.3644806053
8,24,0,524950,1065960.3644806053,1590910.3644806053
8,25,0,524950,1065960.3644806053,1590910.3644806053
