generation,fitness_value
0,2427611.2446292066
1,1590910.3644806053
2,1590910.3644806053
3,1590910.3644806053
4,1381876.7432127206
5,1381876.7432127206
6,1381876.7432127206
7,1381876.7432127206
8,1369381.2785802255
9,1369381.2785802255
