generation,fitness_value
0,1566592.8433522817
1,1566592.8433522817
2,1566592.8433522817
3,1352319.5911994646
4,1123924.1784915053
5,1123924.1784915053
6,1123924.1784915053
7,1123924.1784915053
8,1123924.1784915053
9,1123924.1784915053
