generation,fitness_value
0,2942899.9045461803
1,2942899.9045461803
2,2568924.3446177496
3,2252858.11535874
4,2252858.11535874
5,2252858.11535874
6,1684232.6096455704
7,1684232.6096455704
8,1684232.6096455704
9,1684232.6096455704
