generation,mean,standard_deviation,min_value,max_value
0,4558131.028309179,1067477.3912127619,2354065.230735926,5669893.502382454
1,3239295.415169622,996968.1041124121,2354065.230735926,5293819.189783919
2,2346690.4610485984,32145.87579894786,2206569.836989375,2354065.230735926
3,2324537.083612318,100156.25653425249,1910997.6820103186,2354065.230735926
4,2263071.527920599,184191.4269446394,1715317.0593736952,2354065.230735926
5,2263071.527920599,184191.42694463942,1715317.0593736952,2354065.230735926
6,2199196.7107843757,242944.4378491142,1715317.0593736952,2354065.230735926
7,2199196.710784376,242944.43784911427,1715317.0593736952,2354065.230735926
8,2007572.2593757063,292144.90766972135,1715317.0593736952,2354065.230735926
9,2098565.962191034,312921.4187946592,1715317.0593736952,2354065.230735926
10,2034691.145054811,319374.0856811154,1715317.0593736952,2354065.230735926
11,2034691.145054811,319374.0856811154,1715317.0593736952,2354065.230735926
12,2034691.145054811,319374.0856811154,1715317.0593736952,2354065.230735926
13,2098565.962191034,312921.4187946592,1715317.0593736952,2354065.230735926
14,1906941.5107823648,292711.18452820467,1715317.0593736952,2354065.230735926
15,2092540.0731130573,309080.10172344104,1715317.0593736952,2354065.230735926
16,2034691.145054811,319374.0856811154,1715317.0593736952,2354065.230735926
17,2097973.254315936,312447.78161037527,1715317.0593736952,2354065.230735926
18,2098565.962191034,312921.4187946592,1715317.0593736952,2354065.230735926
19,2098565.962191034,312921.4187946592,1715317.0593736952,2354065.230735926
20,2098565.962191034,312921.4187946592,1715317.0593736952,2354065.230735926
21,2098565.962191034,312921.4187946592,1715317.0593736952,2354065.230735926
22,2081473.335625818,307792.9611698029,1715317.0593736952,2354065.230735926
23,2098565.962191034,312921.4187946592,1715317.0593736952,2354065.230735926
24,2098565.962191034,312921.4187946592,1715317.0593736952,2354065.230735926
