generation,fitness_value
0,1460326.7143245295
1,1460326.7143245295
2,1460326.7143245295
3,1460326.7143245295
4,1460326.7143245295
5,1460326.7143245295
6,1460326.7143245295
7,1460326.7143245295
8,1460326.7143245295
9,1460326.7143245295
