generation,fitness_value
0,2085163.6021689223
1,2085163.6021689223
2,2085163.6021689223
3,1782498.9762992817
4,1782498.9762992817
5,1782498.9762992817
6,1782498.9762992817
7,1782498.9762992817
8,1658831.6874873727
9,1658831.6874873727
10,1658831.6874873727
11,1564766.1160802518
12,1564766.1160802518
13,1564766.1160802518
14,1564766.1160802518
