generation,fitness_value
0,3026244.9346755305
1,1729279.054114186
2,1729279.054114186
3,1729279.054114186
4,1725543.2772586958
5,1725543.2772586958
6,1725543.2772586958
7,1725543.2772586958
8,1725543.2772586958
9,1725543.2772586958
10,1725543.2772586958
11,1725543.2772586958
12,1725543.2772586958
13,1725543.2772586958
14,1725543.2772586958
15,1725543.2772586958
16,1725543.2772586958
17,1725543.2772586958
18,1725543.2772586958
19,1725543.2772586958
