generation,fitness_value
0,2312114.593415028
1,2312114.593415028
2,2312114.593415028
3,1689513.381449886
4,1689513.381449886
5,1689513.381449886
6,1689513.381449886
7,1689513.381449886
8,1689513.381449886
9,1611390.1141523984
