generation,mean,standard_deviation,min_value,max_value
0,19528316.77616425,27878101.533354722,2260312.2759404853,108576619.6906697
1,18692368.721180134,35256861.41400013,2260312.2759404853,122510885.73271713
2,12946044.556150872,28493430.36996712,2260312.2759404853,106711028.40611473
3,4525769.973789412,13094439.971410561,2260312.2759404853,105974365.94925837
4,4378823.67827113,13100951.338739756,1606561.0487689388,103017819.72154294
5,10014164.242121624,26302607.518965077,1606561.0487689388,103609662.67902923
6,7259410.099897677,21772103.861664873,1606561.0487689388,102772408.06766768
7,1892431.256774586,284431.4444866842,1606561.0487689388,3138498.625828281
8,3576275.706315284,12840984.618397245,1606561.0487689388,102092055.78537682
9,1759328.370381307,527119.3891496005,1606561.0487689388,5163963.189258564
10,1729856.067133885,314383.5613634279,1606561.0487689388,3310058.733775092
11,4362739.240360917,15749987.047160054,1606561.0487689388,102811619.88380083
12,1791560.935083058,505058.77082626714,1606561.0487689388,3873526.099518361
13,1699085.2470955937,286225.595370398,1606561.0487689388,3324585.936277693
14,1761098.580353356,457436.4758562207,1606561.0487689388,4586983.464771903
15,1767003.3364347913,425654.91921062995,1606561.0487689388,4028614.564594239
16,6816171.779584108,21863369.49804622,1606561.0487689388,102165515.74676885
17,9337663.4091733,26748219.6112858,1606561.0487689388,105418400.95371933
18,12119863.20864576,33688487.6164449,1606561.0487689388,201968948.89705598
19,12622383.442224437,33979866.56656861,1606561.0487689388,201931452.75848675
20,9487086.748558488,26660307.323869165,1606561.0487689388,103241881.07326792
21,8484030.966318222,25160368.21367292,1606561.0487689388,104592022.70303741
22,11006708.519147035,29285601.436036304,1606561.0487689388,106370471.17614585
23,8468042.92888215,25255916.682253964,1606561.0487689388,108530588.17467096
24,11957634.444202151,30613152.546092134,1606561.0487689388,106419939.02175449
