generation,fitness_value
0,1814837.6180991717
1,1751780.2022063914
2,1441305.2354501446
3,1441305.2354501446
4,1441305.2354501446
5,1440188.5872731595
6,1440188.5872731595
7,1440188.5872731595
8,1440188.5872731595
9,1440188.5872731595
