generation,fitness_value
0,1020260.155362579
1,1020260.155362579
2,1020260.155362579
3,919017.3236040708
4,919017.3236040708
5,919017.3236040708
6,919017.3236040708
7,919017.3236040708
8,919017.3236040708
9,919017.3236040708
