generation,fitness_value
0,2457915.3522919603
1,2457915.3522919603
2,2051016.4701290824
3,1773344.0538940222
4,1773344.0538940222
5,1773344.0538940222
6,1773344.0538940222
7,1773344.0538940222
8,1773344.0538940222
9,1773344.0538940222
