generation,fitness_value
0,1830854.6088533304
1,1830854.6088533304
2,1830854.6088533304
3,1830854.6088533304
4,1830854.6088533304
5,1830854.6088533304
6,1830854.6088533304
7,1830854.6088533304
8,1830854.6088533304
9,1830854.6088533304
