generation,fitness_value
0,1370739.0889286776
1,1370739.0889286776
2,1370739.0889286776
3,1370739.0889286776
4,1370739.0889286776
5,1370739.0889286776
6,1370739.0889286776
7,1370739.0889286776
8,1370739.0889286776
9,1370739.0889286776
