generation,mean,standard_deviation,min_value,max_value
0,10967736.964003062,6438199.182425545,1712252.88956496,27362169.40477082
1,7591024.036847206,27004757.154292285,1514836.74159724,202962124.7741419
2,6859646.2347061895,22966637.0686635,1514836.74159724,210563610.32718396
3,7360300.7772317,26819280.529545635,1194891.5684388853,249274104.5590228
4,6301757.23067429,24110568.435606163,1194891.5684388853,202094228.62428364
5,7813558.46895515,28851815.64232703,1194891.5684388853,204136043.1832092
6,7122812.679738318,25568093.278571744,1194891.5684388853,203948622.19516605
7,8213466.965061808,27568169.87464367,1194891.5684388853,207061534.97675237
8,7090662.175987178,24629976.131427687,1194891.5684388853,202548960.8456929
9,6602904.897569899,26857876.988477618,1194891.5684388853,301654284.99807155
10,6864774.3846065095,24218271.62352385,1194891.5684388853,202595395.26508084
11,7843741.002342734,29832232.87707087,1194891.5684388853,205093392.89473245
12,8326240.302355092,35411144.65378989,1194891.5684388853,401869613.89673656
13,8416295.1449752,30779568.959811218,1194891.5684388853,303035802.3954839
14,7030115.059847611,31302294.787138525,1194891.5684388853,302656240.9695762
15,8244449.369643681,30745514.311869252,1194891.5684388853,301213707.10092306
16,8368201.270937,29069964.979908347,1194891.5684388853,207817879.12423414
17,12719618.240434004,44144662.99541202,1194891.5684388853,309335971.86874276
18,8967181.361783128,34038760.42330297,1194891.5684388853,302904551.14613324
19,14317338.12186657,53154598.22710488,1194891.5684388853,505394425.8880588
20,13611465.04620216,46891376.290470175,1194891.5684388853,308499868.1643767
21,14435401.774989817,50725194.12134757,1194891.5684388853,405375620.6529802
22,14355042.293108406,50500084.2015894,1194891.5684388853,403338584.82388055
23,16319146.543781642,49669040.31299386,1194891.5684388853,303686172.34947324
24,15322421.438158095,48865434.70409955,1194891.5684388853,307793448.9723208
