generation,fitness_value
0,672254.0276683343
1,672254.0276683343
2,672254.0276683343
3,672254.0276683343
4,672254.0276683343
5,672254.0276683343
6,672254.0276683343
7,672254.0276683343
8,672254.0276683343
9,672254.0276683343
