generation,fitness_value
0,4071916.014864999
1,3691665.5410217294
2,3691665.5410217294
3,2760726.913586142
4,2760726.913586142
5,1915525.3481341254
6,1915525.3481341254
7,1915525.3481341254
8,1915525.3481341254
9,1915525.3481341254
