generation,mean,standard_deviation,min_value,max_value
0,9422693.67409077,4664074.32583198,1888847.8689100014,20455658.750109877
1,3594716.4605981386,10529691.42882443,1457656.0302280802,105079780.6643695
2,2574443.15552421,7348783.199113556,1457656.0302280802,102128134.64660992
3,2934083.6841580933,10303144.237335319,1457656.0302280802,102274314.09933543
4,2372393.7134462744,7235089.695447794,1457656.0302280802,102482629.02907163
5,3930951.59718559,17824936.459897906,1457656.0302280802,202383995.6826912
6,1829774.8862955214,323309.93468570727,1457656.0302280802,4189141.4267801875
7,1836827.8981872536,353560.93325762794,1457656.0302280802,4573729.829608796
8,2859441.587604586,10232206.86579184,1408295.256308202,102670554.45018725
9,2908806.784459871,10431864.731476154,1408295.256308202,103217993.8136362
10,2329585.90688633,7306604.544742031,1408295.256308202,102729145.23610842
11,4929321.658104538,17396898.544515587,1339900.2649926015,103167569.61174147
12,1831786.5619476605,385477.1508048175,1339900.2649926015,4554975.759325442
13,1889080.1662381506,540702.8318413246,1339900.2649926015,6937832.779574004
14,2878064.137746788,10555530.802953077,1243276.4006111322,106403425.78304887
15,2392601.6099047884,7521742.126880614,1243276.4006111322,102785470.91819617
16,1819680.2231944704,380920.59781743126,1243276.4006111322,4527747.1413952075
17,3333121.837078947,12490217.722826457,1243276.4006111322,102342388.79222724
18,1746506.730635338,338856.7521080618,1243276.4006111322,3220656.0663027093
19,1770383.933477382,342882.27645444655,1243276.4006111322,3629366.1861642282
20,1735765.5737328143,338361.22417171637,1243276.4006111322,3626565.4791689045
21,2837538.0865137954,10334493.667322999,1243276.4006111322,105015513.65320589
22,2329458.7317772196,7361716.000945892,1243276.4006111322,102220227.49364927
23,2275938.4048945047,7496495.203558455,1243276.4006111322,102990898.15510552
24,2235422.8800347433,7374830.520821541,1243276.4006111322,102940301.6806712
25,2338107.082819207,7447645.9407291375,1243276.4006111322,104365984.91394119
26,2786995.8772762488,10465595.994357403,1243276.4006111322,104138028.70011301
27,1801659.573836287,352854.06486466964,1243276.4006111322,4000197.2219640044
28,2284153.8816154352,7299205.088840039,1243276.4006111322,102777418.0050921
29,2829556.0110848555,10173666.848150438,1243276.4006111322,101624596.06364737
30,2844915.3447331414,10169112.253254527,1243276.4006111322,102426860.49840993
31,1786395.5728943045,538847.4297121714,1243276.4006111322,6710353.647275425
32,2216864.4917774866,7181202.530598423,1243276.4006111322,101891515.0475703
33,3324399.4477924225,12651187.621135194,1243276.4006111322,103306094.03153045
34,2292902.2024386013,7065354.183001662,1243276.4006111322,101823410.8858845
35,1842139.8356237854,531806.9262578969,1243276.4006111322,4787380.705408381
36,2412919.2888507247,7580690.154919322,1243276.4006111322,105586668.00293648
37,2375241.8559173164,7530347.761714672,1243276.4006111322,104251031.54182078
38,1824143.9808522447,622872.7631967749,1243276.4006111322,6429680.034735838
39,2240420.1645458196,7327181.46248688,1243276.4006111322,103401167.37206331
40,2905675.0792637477,10479057.411944747,1243276.4006111322,103073663.46908909
41,2836862.53101702,10322610.372033373,1243276.4006111322,102164584.40494464
42,2320515.3016159395,7297245.302477121,1243276.4006111322,102948731.28924139
43,3403077.8704888094,12515737.973370789,1243276.4006111322,104808978.04236226
44,2307888.499862993,7489566.227572367,1243276.4006111322,105873407.86083588
45,1731147.183181992,351183.17761057283,1243276.4006111322,3272205.774028236
46,2791888.2679635133,9466985.61009016,1243276.4006111322,109808451.21946865
47,3368115.6594678964,16139449.403388117,1243276.4006111322,203569379.22921714
48,1855833.0235074868,624936.6484615633,1243276.4006111322,8038278.610159591
49,3008044.0206199684,10706836.021155486,1243276.4006111322,103476288.40882273
