generation,mean,standard_deviation,min_value,max_value
0,6717443.072710728,1374643.1345126121,3018068.3385481453,8222361.546353641
1,4883977.961500742,2078231.9273272117,3018068.3385481453,8222361.546353641
2,3018068.3385481457,4.656612873077393e-10,3018068.3385481453,3018068.3385481453
3,3018068.3385481457,4.656612873077393e-10,3018068.3385481453,3018068.3385481453
4,3018068.3385481457,4.656612873077393e-10,3018068.3385481453,3018068.3385481453
5,3018068.3385481457,4.656612873077393e-10,3018068.3385481453,3018068.3385481453
6,3018068.3385481457,4.656612873077393e-10,3018068.3385481453,3018068.3385481453
7,3034290.59441945,113555.79109913102,3018068.3385481453,3829181.132113367
8,2990740.6754234564,191293.64187282822,1651685.182313658,3018068.3385481453
9,2957904.2018116023,622286.4545526372,1651685.182313658,3829181.132113367
10,2863285.5625494625,873605.3630174758,1651685.182313658,3829181.132113367
11,2998838.990754955,948546.3216091563,1651685.182313658,3829181.132113367
12,2882766.3612160776,961840.9194550341,1651685.182313658,3829181.132113367
13,2887712.2076016623,994903.0774765916,1651685.182313658,3829181.132113367
14,2868750.7137594796,1001552.6265682939,1651685.182313658,3829181.132113367
15,2796398.909775146,1017597.7914631208,1651685.182313658,3829181.132113367
16,2798445.7592037604,1031549.8049015754,1651685.182313658,3829181.132113367
17,2727568.177083077,1043772.3753036757,1651685.182313658,3829181.132113367
18,2729213.3055052757,1064322.8903927244,1651685.182313658,3829181.132113367
19,2542556.7641020645,1055045.085448683,1651685.182313658,3829181.132113367
20,2479133.6432375475,1056927.0158551433,1651685.182313658,3829181.132113367
21,2740433.157213513,1088747.9748998543,1651685.182313658,3829181.132113367
22,2609783.40022553,1080880.564099251,1651685.182313658,3829181.132113367
23,2740433.157213513,1088747.9748998543,1651685.182313658,3829181.132113367
24,2607788.050813485,1066051.2720127588,1651685.182313658,3829181.132113367
25,2634296.00294432,1069018.6000450144,1651685.182313658,3829181.132113367
26,2653333.319221524,1085258.3890808232,1651685.182313658,3829181.132113367
27,2740433.157213513,1088747.9748998543,1651685.182313658,3829181.132113367
28,2681207.256787369,1077040.7973627928,1651685.182313658,3829181.132113367
29,2653333.319221524,1085258.3890808232,1651685.182313658,3829181.132113367
30,2479133.6432375475,1056927.0158551433,1651685.182313658,3829181.132113367
31,2740433.157213513,1088747.9748998543,1651685.182313658,3829181.132113367
32,2704935.4162786286,1074778.5277613143,1651685.182313658,3829181.132113367
33,2522683.5622335416,1066750.79879726,1651685.182313658,3829181.132113367
34,2740433.157213513,1088747.9748998543,1651685.182313658,3829181.132113367
35,2653333.319221524,1085258.3890808232,1651685.182313658,3829181.132113367
36,2740433.157213513,1088747.9748998543,1651685.182313658,3829181.132113367
37,2566233.481229536,1074721.6503521325,1651685.182313658,3829181.132113367
38,2653333.319221524,1085258.3890808232,1651685.182313658,3829181.132113367
39,2623864.7520391094,1062757.8893288348,1651685.182313658,3829181.132113367
40,2696883.238217518,1087876.627841584,1651685.182313658,3829181.132113367
41,2653333.319221524,1085258.3890808232,1651685.182313658,3829181.132113367
42,2609783.40022553,1080880.564099251,1651685.182313658,3829181.132113367
43,2653333.319221524,1085258.3890808232,1651685.182313658,3829181.132113367
44,2653333.319221524,1085258.3890808232,1651685.182313658,3829181.132113367
45,2496404.5772820455,1046328.0922133751,1651685.182313658,3829181.132113367
46,2653333.319221524,1085258.3890808232,1651685.182313658,3829181.132113367
47,2740433.157213513,1088747.9748998543,1651685.182313658,3829181.132113367
48,2392033.805245559,1031498.9308752792,1651685.182313658,3829181.132113367
49,2740433.157213513,1088747.9748998543,1651685.182313658,3829181.132113367
