generation,mean,standard_deviation,min_value,max_value
0,9148570.888765294,4860629.606839295,1514498.6835598375,21798802.408714935
1,4399566.962143611,14929770.951003348,1328471.8883534558,102864049.8666977
2,4618909.676247291,21262408.669840544,1328471.8883534558,203148971.2011491
3,4258797.072151169,22827733.492312144,1235318.0916587035,302611140.9643648
4,4703730.041962276,17181454.98931024,1235318.0916587035,123016623.9134511
5,4674139.51597798,19179382.22635886,1235318.0916587035,201206540.49116442
6,5494950.182949447,19031933.17031089,1063662.7975281824,105562219.56982382
7,4158842.575231018,14829311.624350049,1063662.7975281824,102906837.3147077
8,4082974.2777838805,15181874.47781781,1041192.6310124479,106494274.20880736
9,5687470.675396695,20130526.493282154,1041192.6310124479,142249873.1528601
10,3110471.93814496,11605018.137647051,1041192.6310124479,102392209.77530356
11,3990872.0159752094,14797768.655811423,1041192.6310124479,103939465.03854379
12,5105499.957918343,17790244.51376582,1041192.6310124479,102877698.9335762
13,4807487.335948899,16792806.9798429,1041192.6310124479,103913075.4460919
14,5616305.092750172,23603377.788878288,1022267.5485418914,201798309.11283648
15,6443129.741709466,20973290.98611206,1022267.5485418914,103377442.43157111
16,3203895.446758511,11687874.519719206,1022267.5485418914,103126252.60589173
17,7013410.958453178,24253178.230265714,1022267.5485418914,202595510.7956123
18,3704213.4670506227,16829264.664882682,1022267.5485418914,204728957.99220118
19,3614658.6311143576,13368431.668014936,1022267.5485418914,101800065.26681308
20,6067331.286286411,22560144.32397967,1022267.5485418914,201408248.99158698
21,3841154.574889813,14208364.381041145,1022267.5485418914,114766355.99701537
22,5510119.81124824,18840715.68983538,1022267.5485418914,105292234.3230143
23,3273332.4069016348,11980580.904486954,1022267.5485418914,107930046.82786949
24,4635647.376258427,17113049.39078097,1022267.5485418914,117812269.15457207
25,5113590.9812213015,17918763.06172603,1022267.5485418914,102675844.29054235
26,5268120.754287555,18275383.177355886,1022267.5485418914,105985081.12008983
27,3208501.673396857,11839877.903565994,1022267.5485418914,102189479.92155027
28,5446603.935546418,19352569.26324462,1022267.5485418914,122629124.06342676
29,5427292.229571705,22672307.568898417,1022267.5485418914,232452977.19300884
30,5534408.992724333,19189019.012361106,1022267.5485418914,110781898.47291508
31,6055881.176380585,21079309.220790263,1022267.5485418914,156494429.13594705
32,6224205.023817533,27982080.482482284,1022267.5485418914,305137654.5229344
33,4276485.950043263,15311585.68114566,1022267.5485418914,112424377.22145912
34,7389766.818402308,23718130.90995743,1022267.5485418914,112326841.96971032
35,5995225.839927222,22430588.922423672,1022267.5485418914,205082456.70128092
36,5284334.4039072795,18667935.543923445,1022267.5485418914,112042543.3105771
37,5184528.013759475,20365387.122811962,1022267.5485418914,208468911.00432807
38,7629860.338557793,26282367.157076895,1022267.5485418914,215043625.10144
39,6583122.075111094,22240932.05107244,1022267.5485418914,147668932.7852724
