generation,fitness_value
0,2114938.932846407
1,2114938.932846407
2,2055335.992789888
3,1927269.9590688818
4,1927269.9590688818
5,1817243.629644771
6,1430485.5421120077
7,1384074.2051491828
8,1200023.0038383505
9,1200023.0038383505
10,1200023.0038383505
11,1200023.0038383505
12,1200023.0038383505
13,1200023.0038383505
14,1200023.0038383505
15,1200023.0038383505
16,1200023.0038383505
17,1200023.0038383505
18,1200023.0038383505
19,1200023.0038383505
