generation,fitness_value
0,1566112.602848989
1,1566112.602848989
2,1566112.602848989
3,1566112.602848989
4,1566112.602848989
5,1503229.9862990058
6,1503229.9862990058
7,1503229.9862990058
8,1503229.9862990058
9,1503229.9862990058
