generation,fitness_value
0,1515246.125748824
1,1515246.125748824
2,1515246.125748824
3,1515246.125748824
4,1515246.125748824
5,1515246.125748824
6,1515246.125748824
7,1515246.125748824
8,1515246.125748824
9,1515246.125748824
