generation,individual,restriction_penalty,choice_penalty,accounting_penalty,fitness_value
0,0,0,310830,14649825.359604511,14960655.359604511
0,1,0,321314,6518429.201767809,6839743.201767809
0,2,0,309275,20370684.452498034,20679959.452498034
0,3,0,317146,7883375.958032575,8200521.958032575
0,4,0,520232,13299824.745903762,13820056.745903762
0,5,0,317420,16591216.20687938,16908636.206879377
0,6,0,313392,12397559.661188958,12710951.661188958
0,7,0,323213,9645422.645617777,9968635.645617777
0,8,0,281097,21314641.93843914,21595738.93843914
0,9,0,279527,16450000.751087338,16729527.751087338
0,10,0,303733,12951761.169234497,13255494.169234497
0,11,0,293673,10485954.827283876,10779627.827283876
0,12,0,326076,3360689.5494306916,3686765.5494306916
0,13,0,328139,4499883.9022923,4828022.9022923
0,14,0,323753,8602623.132039478,8926376.132039478
0,15,0,309275,20370684.452498034,20679959.452498034
0,16,0,293715,41044208.09451797,41337923.09451797
0,17,0,323213,9645422.645617777,9968635.645617777
0,18,0,302864,22159275.814669225,22462139.814669225
0,19,0,307474,11913463.64450223,12220937.64450223
0,20,0,319107,6474863.724584472,6793970.724584472
0,21,0,336172,3560882.6195266424,3897054.6195266424
0,22,0,328139,4499883.9022923,4828022.9022923
0,23,0,281097,21314641.93843914,21595738.93843914
0,24,0,311822,7397063.644424429,7708885.644424429
0,25,0,328760,3091677.015911838,3420437.015911838
0,26,0,333455,1542841.1056395797,1876296.1056395797
0,27,0,333262,1430605.1303385713,1763867.1303385713
0,28,0,290721,16102761.069771975,16393482.069771975
0,29,0,293067,18488287.652338207,18781354.652338207
0,30,0,290721,16102761.069771975,16393482.069771975
0,31,0,337630,3964600.0655900356,4302230.065590035
0,32,0,331338,2526094.115750984,2857432.115750984
0,33,0,316277,4807688.051840963,5123965.051840963
0,34,0,312109,6061363.937732936,6373472.937732936
0,35,0,328760,3091677.015911838,3420437.015911838
0,36,0,321054,4922013.034065254,5243067.034065254
0,37,0,307691,9980111.011854924,10287802.011854924
0,38,0,524037,46248391.04306367,46772428.04306367
0,39,0,293715,41044208.09451797,41337923.09451797
0,40,0,305534,20752966.881683946,21058500.881683946
0,41,0,328549,9422660.909241585,9751209.909241585
0,42,0,298238,11753804.641938554,12052042.641938554
0,43,0,307474,11913463.64450223,12220937.64450223
0,44,0,305423,14053904.211630039,14359327.211630039
0,45,0,317146,7883375.958032575,8200521.958032575
0,46,0,323753,8602623.132039478,8926376.132039478
0,47,0,306911,9683861.391465258,9990772.391465258
0,48,0,306911,9683861.391465258,9990772.391465258
0,49,0,341112,5580828.158978668,5921940.158978668
0,50,0,337630,3964600.0655900356,4302230.065590035
0,51,0,326464,6232844.074643187,6559308.074643187
0,52,0,320441,57758966.77678484,58079407.77678484
0,53,0,315728,13433816.366344651,13749544.366344651
0,54,0,290878,18216284.14623173,18507162.14623173
0,55,0,293067,18488287.652338207,18781354.652338207
0,56,0,320956,9510868.633922571,9831824.633922571
0,57,0,312639,5028230.115793196,5340869.115793196
0,58,0,305534,20752966.881683946,21058500.881683946
0,59,0,309732,9488892.767297318,9798624.767297318
0,60,0,331338,2526094.115750984,2857432.115750984
0,61,0,356006,8527337.04432695,8883343.04432695
0,62,0,320441,57758966.77678484,58079407.77678484
0,63,0,300281,8758216.253757525,9058497.253757525
0,64,0,290878,18216284.14623173,18507162.14623173
0,65,0,320513,11062878.724586897,11383391.724586897
0,66,0,337611,9072249.82675266,9409860.82675266
0,67,0,311822,7397063.644424429,7708885.644424429
0,68,0,310830,14649825.359604511,14960655.359604511
0,69,0,320766,5916357.744647293,6237123.744647293
0,70,100000000,597168,14365699.255209737,114962867.25520974
0,71,0,321314,6518429.201767809,6839743.201767809
0,72,0,313392,12397559.661188958,12710951.661188958
0,73,0,307970,7774644.897360609,8082614.897360609
0,74,0,324403,8453094.634382896,8777497.634382896
0,75,0,297828,14214895.31438975,14512723.31438975
0,76,0,300281,8758216.253757525,9058497.253757525
0,77,0,326076,3360689.5494306916,3686765.5494306916
0,78,0,324973,6421535.865876095,6746508.865876095
0,79,0,309212,14991750.901594143,15300962.901594143
0,80,0,337551,3786205.5361103364,4123756.5361103364
0,81,0,316277,4807688.051840963,5123965.051840963
0,82,0,318431,22346108.944673434,22664539.944673434
0,83,0,337611,9072249.82675266,9409860.82675266
0,84,0,299912,9691694.46653491,9991606.46653491
0,85,0,356006,8527337.04432695,8883343.04432695
0,86,0,326076,3360689.5494306916,3686765.5494306916
0,87,0,313968,9392394.311060876,9706362.311060876
0,88,0,305821,11316327.343407208,11622148.343407208
0,89,0,312167,22198623.001866806,22510790.001866806
0,90,0,323213,9645422.645617777,9968635.645617777
0,91,0,305970,15676126.100886635,15982096.100886635
0,92,0,323332,7653529.913239168,7976861.913239168
0,93,0,326562,10923643.099873634,11250205.099873634
0,94,0,319107,6474863.724584472,6793970.724584472
0,95,0,307691,9980111.011854924,10287802.011854924
0,96,0,281097,21314641.93843914,21595738.93843914
0,97,0,320441,57758966.77678484,58079407.77678484
0,98,0,323213,9645422.645617777,9968635.645617777
0,99,0,356006,8527337.04432695,8883343.04432695
1,0,0,331338,2526094.115750984,2857432.115750984
1,1,0,331338,2526094.115750984,2857432.115750984
1,2,0,326076,3360689.5494306916,3686765.5494306916
1,3,0,333262,1430605.1303385713,1763867.1303385713
1,4,0,331338,2526094.115750984,2857432.115750984
1,5,0,331338,2526094.115750984,2857432.115750984
1,6,0,333455,1542841.1056395797,1876296.1056395797
1,7,0,328760,3091677.015911838,3420437.015911838
1,8,0,326076,3360689.5494306916,3686765.5494306916
1,9,0,333262,1430605.1303385713,1763867.1303385713
1,10,0,328760,3091677.015911838,3420437.015911838
1,11,0,333262,1430605.1303385713,1763867.1303385713
1,12,0,337630,3964600.0655900356,4302230.065590035
